jugador_entra,jugador_sale,Minuto,equipo,Jornada
"GIL MASSANET, LLUIS","MARTI RODRIGUEZ, IVAN",66,SD LA SALLE A,16
"PUYA TUR, OSCAR","ESCUERO PARDOS, MARTI",70,SD LA SALLE A,16
"ASAMOAH ASANTEWAA, DENIS","MONTALBAN ROMERO, MILO JERONIMO",46,PLA DE NA TESA A,16
"CACERES COMAS, SERGI","MASCARÓ SERVERA, JUAN",75,PLA DE NA TESA A,16
"MARTINEZ ESPINOSA, DENIS","COULIBALY COULIBALY, MADANE",82,PLA DE NA TESA A,16
"MESA ZAFRA, CHRISTIAN","NAVARRO BEZARES, JAVIER",82,PLA DE NA TESA A,16
"PORCEL MARTINEZ, JORDI","MARCANO FLORIAN, SEBASTIAN JESUS",46,PALMA F.C.,16
"ROMERO ALASSIA, LUCAS T","PELLEGRINO, NICOLA EMANUELE",46,PALMA F.C.,16
"VILLALONGA GÓMEZ, IKER","CONDE, MAMADI",57,PALMA F.C.,16
"FOLGADO GARNICA, PAULO","NDIR GUEYE, MOUHAMADOUL LAMIN",68,PALMA F.C.,16
"ALLENDES SEPULVEDA, MARTIN ALONSO","SAMPOL MARTINEZ, MARC",80,PALMA F.C.,16
"MUNAR LAZARO, DANIEL","CORTES MONTANER, LUIS",46,SP. ATº CIUTAT DE PALMA,17
"FERNÁNDEZ CASSO, ALBERTO","KRAUSSE, IGNACIO TOMAS",57,SP. ATº CIUTAT DE PALMA,17
"SARMIENTO CABAÑIN, GABRIEL A","AMENGUAL LIRIO, IVAN",57,SP. ATº CIUTAT DE PALMA,17
"AQUINO GUTIERREZ, DAN JOEL","SANS JIMENEZ, MIQUEL ANGEL",77,SP. ATº CIUTAT DE PALMA,17
"KEITA SIDIBE, MADY","KRZYZYK SERRANO, PEDRO",77,SP. ATº CIUTAT DE PALMA,17
"BRIOSO SERRANO, EMILIO JOSÉ","ALMERING, BEPPE",61,ANDRATX A,17
"ACOSTA MORENAS, GERMAN","JIMENEZ PASTOR, IKER",61,ANDRATX A,17
"CAÑELLAS FIOL, AGUSTIN","VARGAS RODRIGUEZ, NICOLAS",79,ANDRATX A,17
"FATAH NAIMI, ISMAEL","SANCHEZ RAMIREZ, JAVIER",83,ANDRATX A,17
"CORCINO MUÑOZ, ANDRES","AVILÉS MAESTRE, JOEL",57,MALLORCA B,17
"DIALLO CONDE, ABDOURAHAMANE","VAN DER MEER GARI, YANNICK",66,MALLORCA B,17
"TEJADA LLADONET, ORIOL","MARTINEZ BELA, JAVIER",66,MALLORCA B,17
"COCA ANTELO, ANDREW","MOLINA DONAIRE, DANIEL",76,MALLORCA B,17
"GARCIA LLOMPART, RAFEL","BIARNES MORENO, ALEJANDRO",76,MALLORCA B,17
"ELIAS ARANDIA, SAMUEL ABEL","PERIAÑEZ RODRIGUEZ, DANIEL",59,U D IBIZA A,17
"TORRES RIERA, LLUC","MARTOS VERGARA, DANIEL",59,U D IBIZA A,17
"GARCIA ALBA, JAVIER","LOPEZ CAPACETE, KENAI",59,U D IBIZA A,17
"RODRIGUEZ ROIG, ARIAN","BELTRAN ALVAREZ, SERGIO",71,U D IBIZA A,17
"MEDINA ARANDA, SERGIO","VALLS ANIORTE, TARIKU",76,U D IBIZA A,17
"FIOL ACEITUNO, MIQUEL","MESQUIDA URIBE, XAVIER",67,PENYA ARRABAL A,17
"HERRERA IGLESIAS, ADRIAN","ROTTLANDER, LENNOX MARKUS",67,PENYA ARRABAL A,17
"ARIAS BESTARD, ENZO","RIUTORT GONZALEZ, JUAN FRANCISCO",73,PENYA ARRABAL A,17
"VALLESPIR TIMONER, PERE MARC","PONS SERRANO, ALEIX",73,PENYA ARRABAL A,17
"MUÑOZ BAIXAULI, JUAN","SEGUI ESTEBAN, IAN",81,PENYA ARRABAL A,17
"CASAUS SANCHEZ, JOSE IGNACIO","SANCHIS MARTINEZ, DAVID",60,PLATGES DE CALVIA A,17
"PAYERO MOLINA, NICOLAS","PUJOL ALOMAR, TELM",69,PLATGES DE CALVIA A,17
"PEREZ SILVENTE, ALEJANDRO","PARRA VIZUETE, DANIEL",80,PLATGES DE CALVIA A,17
"EL HABBOULA EL KORTOBI, ABDELMOIZE","FERRER TORRES, PEDRO",40,PENYA INDEPENDENT A,17
"ODERA PACILIO, SANTIAGO","GHARBI KHAMMAL EL BAKKALI, NASROLLAH",46,PENYA INDEPENDENT A,17
"MARTINEZ GARCIA, ENRIQUE","OROZCO RIERA, ASIER",46,PENYA INDEPENDENT A,17
"LLAMAS MARTINEZ, ERIC","FAQUINETTI VERGILIO, SAMUEL",69,PENYA INDEPENDENT A,17
"MORA GISPERT, HUGO","CACERES COMAS, SERGI",58,PLA DE NA TESA A,17
"MONTALBAN ROMERO, MILO JERONIMO","AIT SAID TAFZATI, NABIL",58,PLA DE NA TESA A,17
"MASCARÓ SERVERA, JUAN","ONCALA CARAVACA, DANIEL",83,PLA DE NA TESA A,17
"MEFTAH ES SALEMY, BILAL","VIVES COMAS, JOAN JORDI",45,POBLENSE A,17
"GONZÁLEZ ONETO, ASSIER","MORAGUES MORAGUES, JOAN",45,POBLENSE A,17
"FERRER RIGO, SEBASTIÀ","THIAM BORRAS, KARIM",74,POBLENSE A,17
"MENDEZ DUARTE, IVAN","CAIMARI FIGUEROLA, JAUME",83,POBLENSE A,17
"JIMENA BELTRAN, CARLOS","TUR ESCALAS, TONI",83,POBLENSE A,17
"ORTIZ CARROZA, ABRAHAM","VIVES HIDALGO, IKER",45,MANACOR A,17
"LAKHAL ZEROUALE, SAAD","RODRIGUEZ GALDON, DANIEL",66,MANACOR A,17
"POSTIGO GARAT, RAUL","ALEGRIA DA SILVA, JOAO MIGUEL",68,MANACOR A,17
"SOLER CALDENTEY, JOEL","GARAU NICOLAU, MARC",68,MANACOR A,17
"TRIAY PETHERAM, TOMAS ISMAEL","LAMSIAH AJGHOUF, OSSAMA",78,MANACOR A,17
"PONS CARRERAS, ANGEL","GOMILA BOSCH, LLUÍS",22,FERRERIES A,17
"CANTALAPIEDRA LOBATO, IKER","BOSCH PULIDO, NIL",57,FERRERIES A,17
"CAMPS CARETA, PERE","BOSCH VALDERRABANO, TONI",77,FERRERIES A,17
"JANER BOSCH, NOFRE","ROTGER LÓPEZ, LLUC",77,FERRERIES A,17
"PATRICIO GUAL, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",59,CONSTANCIA A,17
"CABEZAS GALLARDO, MANUEL","GALVEZ ESPINOZA, BRAD ANTONY",59,CONSTANCIA A,17
"COLL AREVALO, JORDI","OLIVER GELABERT, PERE",59,CONSTANCIA A,17
"ROMAN DE REMENTERIA, ASIER","MAIRATA NOGUERA, ADRIA",68,CONSTANCIA A,17
"BOTELLO CARMONA, PAU","BLANCO WEBER, LUCA",76,CONSTANCIA A,17
"CONDE PEREIRA, ALEJANDRO MANUEL","BADJINKA NDIAYE, BUBAKAR",69,SAN FRANCISCO B,17
"MASSANET CABRER, FRANCESC","SUÁREZ SERRA, ALEX",69,SAN FRANCISCO B,17
"DIAZ ROMERO, GYLBERT","LUNEGRO, BRUNO",77,SAN FRANCISCO B,17
"GRUBAC, NOA","LASSO VIAFARA, ANDRES FELIPE",46,UD MAHON,17
"TEJEDOR MORENO, ALEJANDRO","BOLIVAR PERAL, ROGER",58,UD MAHON,17
"PEREZ MARTIN, IGNACIO","DE OLIVEIRA MESSIAS, EMMANUEL",58,UD MAHON,17
"LOPEZ FERNANDEZ, MARC","MASCARO MARTINEZ, IKER",66,UD MAHON,17
"ELHADJ ABDOULAYE, BALDE","GOMEZ GORDILLO, RAUL",73,UD MAHON,17
"ARBOS DENGRA, DIEGO","SALMERON SEGURA, JONATHAN",46,SD LA SALLE A,17
"GIL MASSANET, LLUIS","COMAS HUTTEN, PAU LLUIS",61,SD LA SALLE A,17
"PETRARCA, ELIA","FERNANDEZ CABRERA, DAVID",61,SD LA SALLE A,17
"AMAYA MALENO, FRANCISCO","RODRIGUEZ MONGELOS, GAEL PAU",69,SD LA SALLE A,17
"VIVARES ARANDA, YANNICK","CORTES BOIXO, ALEIX",77,SD LA SALLE A,17
"MOLL PONS, ROBERTO","CAPO MORA, MARC",53,PENYA CIUTADELLA ESPORTIVA A,17
"LEON JUAN, VICTOR","JUANEDA JUANEDA, JOSEP",61,PENYA CIUTADELLA ESPORTIVA A,17
"ARGUIMBAU ALLES, MACIA","LOPEZ GONZALEZ, ALEJANDRO",61,PENYA CIUTADELLA ESPORTIVA A,17
"FEDELICH MARQUES, JAN","RUS FERNANDEZ, IGNASI",77,PENYA CIUTADELLA ESPORTIVA A,17
"FLORIT ANGLADA, JOSEP","PONCIANO BUESO, JOSEP",77,PENYA CIUTADELLA ESPORTIVA A,17
JOAN,"ORTEGA CASTILLA, HUGO",57,PALMA F.C.,17
"FOLGADO GARNICA, PAULO","NDIR GUEYE, MOUHAMADOUL LAMIN",68,PALMA F.C.,17
"PELLEGRINO, NICOLA EMANUELE","MORELL SACRISTÁN, CARLOS",68,PALMA F.C.,17
"FERRA OSPINA, CARLES JOAN","VICENS VIDAL, PAU",76,PALMA F.C.,17
"MARCANO FLORIAN, SEBASTIAN JESUS","PORCEL MARTINEZ, JORDI",76,PALMA F.C.,17
"BARRIGA CATRINA, VICTOR","PALAU ORDINAS, MIQUEL",34,SANTA CATALINA ATº A,17
"MENDOZA SOLER, MARIO","SASTRE BOTA, JAUME",60,SANTA CATALINA ATº A,17
"EZ ZARY SAIDI, ISMAEL","HASHIMOTO SEBASTIÁN, GAIZKA",60,SANTA CATALINA ATº A,17
"LOPEZ FUXA, AARON","FERNANDEZ REY, RAUL",60,SANTA CATALINA ATº A,17
"MASCARELL LLABRES, MARC","DEYÀ BELTRÁN, SEBASTIÀ",79,SANTA CATALINA ATº A,17
"SEGUI ESTEBAN, IAN","LEBRERO BENITEZ, HUGO",67,PENYA ARRABAL A,9
"ARALUCE SERRA, ADRIAN","ARIAS BESTARD, ENZO",67,PENYA ARRABAL A,9
"PONS SERRANO, ALEIX","CASTAÑER PECELLIN, RAFAEL",75,PENYA ARRABAL A,9
"VAZQUEZ SUAREZ, HUGO","CRESPI BARRERA, LEONARDO",75,PENYA ARRABAL A,9
"ROTTLANDER, LENNOX MARKUS","VALLESPIR TIMONER, PERE MARC",81,PENYA ARRABAL A,9
"SALMERON SEGURA, JONATHAN","ARBOS DENGRA, DIEGO",46,SD LA SALLE A,9
"PUYA TUR, OSCAR","VIZCAINO SEGURA, ALAN",66,SD LA SALLE A,9
"RODRIGUEZ MONGELOS, GAEL PAU","VIVARES ARANDA, YANNICK",73,SD LA SALLE A,9
"MARTI RODRIGUEZ, IVAN","GARCÍA GARCÍA, ÁLVARO",79,SD LA SALLE A,9
"ROTGER LÓPEZ, LLUC","PONS CARRERAS, ANGEL",51,FERRERIES A,9
"CANTALAPIEDRA LOBATO, IKER","BOSCH VALDERRABANO, TONI",69,FERRERIES A,9
"AMELLER RIUDAVETS, JOSEP","SINTES PONS, PAU",69,FERRERIES A,9
"BOSCH PULIDO, NIL","DE LA PUERTA MARTORELL, JAUME",79,FERRERIES A,9
"MBAYE RUIZ, MOUHAMAD YASIN","FLORES BARRERA, GERARD",79,FERRERIES A,9
"MARTINEZ BELA, JAVIER","COCA ANTELO, ANDREW",54,MALLORCA B,9
"VERA SALINAS, ERIK","VAN DER MEER GARI, YANNICK",54,MALLORCA B,9
"BURGAYA GENOVART, FERRAN","HORRACH LLABRES, GERARDO",67,MALLORCA B,9
"MOLINA DONAIRE, DANIEL","AVILÉS MAESTRE, JOEL",67,MALLORCA B,9
"LAZARO TORRES, MARIO","DIALLO CONDE, ABDOURAHAMANE",78,MALLORCA B,9
"ORTEGA CASTILLA, HUGO","VILLALONGA GÓMEZ, IKER",60,PALMA F.C.,9
"PELLEGRINO, NICOLA EMANUELE","PORCEL MARTINEZ, JORDI",69,PALMA F.C.,9
"FOLGADO GARNICA, PAULO","VICENS VIDAL, PAU",82,PALMA F.C.,9
"ROMERO ALASSIA, LUCAS T","NDIR GUEYE, MOUHAMADOUL LAMIN",82,PALMA F.C.,9
"BARRY DIALLO, MAMADOU ALIOU","PUJOL FONT, JAUME",46,SP. ATº CIUTAT DE PALMA,9
"GOMEZ BLANCA, AARON","KRAUSSE, IGNACIO TOMAS",56,SP. ATº CIUTAT DE PALMA,9
"KEITA SIDIBE, MADY","ORDOÑEZ QUETGLAS, MARC",56,SP. ATº CIUTAT DE PALMA,9
"SANS JIMENEZ, MIQUEL ANGEL","ABRAHAM BOLAÑOS, ISAAC",82,SP. ATº CIUTAT DE PALMA,9
"EZ ZARY SAIDI, ISMAEL","ALARCON RAGO, THIAGO",46,SANTA CATALINA ATº A,9
"SASTRE BOTA, JAUME","DEYÀ BELTRÁN, SEBASTIÀ",66,SANTA CATALINA ATº A,9
"MENDOZA SOLER, MARIO","ADROVER MELIS, FRANCESC",66,SANTA CATALINA ATº A,9
"MASCARELL LLABRES, MARC","LOPEZ FUXA, AARON",78,SANTA CATALINA ATº A,9
"BARRIGA CATRINA, VICTOR","MARTIN CABALLERO, ANGEL",85,SANTA CATALINA ATº A,9
"TRIAY PETHERAM, TOMAS ISMAEL","SOLER CALDENTEY, JOEL",65,MANACOR A,9
"ORTIZ CARROZA, ABRAHAM","MONTES CARDONA, CHRISTIAN",65,MANACOR A,9
"MESTRE RIBOT, PAU","POSTIGO GARAT, RAUL",69,MANACOR A,9
"RODRIGUEZ GALDON, DANIEL","CORCHADO JIMENEZ, ISAAC",78,MANACOR A,9
"RODRIGUEZ LOPEZ, RAUL","LAMSIAH AJGHOUF, OSSAMA",78,MANACOR A,9
"SABATER SANCHO, MARC","COMPANY INGLA, JAUME",65,CONSTANCIA A,9
"BOTELLO CARMONA, PAU","BALLE BRUNET, JOAN",65,CONSTANCIA A,9
"COLL AREVALO, JORDI","MORENO GODOY, NICOLAS",70,CONSTANCIA A,9
"RIBAS ROSALIA, XAVIER","CABEZAS GALLARDO, MANUEL",70,CONSTANCIA A,9
"OLIVER GELABERT, PERE","MAIRATA NOGUERA, ADRIA",76,CONSTANCIA A,9
"ARGUIMBAU ALLES, MACIA","LEON JUAN, VICTOR",45,PENYA CIUTADELLA ESPORTIVA A,9
"CAMPS SEOANE, VICTOR","PASCUAL GORNES, ENRIC",60,PENYA CIUTADELLA ESPORTIVA A,9
"PALLICER AGUILO, XAVIER","TALTAVULL JUANEDA, JOAN",60,PENYA CIUTADELLA ESPORTIVA A,9
"FEDELICH MARQUES, JAN","AGUILAR BOSCH, DAVID",67,PENYA CIUTADELLA ESPORTIVA A,9
"ODERA PACILIO, SANTIAGO","LLAMAS MARTINEZ, ERIC",60,PENYA INDEPENDENT A,9
"EL HABBOULA EL KORTOBI, ABDELMOIZE","FERRER ROIG, JAUME",72,PENYA INDEPENDENT A,9
"BERNHARDT, JOEL PIOTR","LOPEZ MARI, PABLO",85,PENYA INDEPENDENT A,9
"FERRER TORRES, PEDRO","CREUHERAS GARCIA, MATHEO",85,PENYA INDEPENDENT A,9
"VIVES COMAS, JOAN JORDI","FERRER RIGO, SEBASTIÀ",45,POBLENSE A,9
"CAIMARI FIGUEROLA, JAUME","THIAM BORRAS, KARIM",45,POBLENSE A,9
"RETTICH SOLER, JOSEP","GIBSON, JASPER",45,POBLENSE A,9
"MORAGUES MORAGUES, JOAN","DE LA CRUZ RIERA, JOAN MATEU",56,POBLENSE A,9
"AGUILERA PERELLO, ADRIÀ","JIMENA BELTRAN, CARLOS",72,POBLENSE A,9
"TEJADA RODRIGUEZ, JOAN","LLEDO SAMPOL, ADRIA",59,SAN FRANCISCO B,9
"LUNEGRO, BRUNO","ALARCON CAVERO, JOEL",72,SAN FRANCISCO B,9
"RIBAS MUÑOZ, SERGI","ANDEBUELA BARRIOS, PABLO",72,SAN FRANCISCO B,9
"GIRALDE BAUZA, JAVIER","LLADÓ SASTRE, PAU",84,SAN FRANCISCO B,9
"JIMENEZ PASTOR, IKER","SINTES DIAZ, JOAN",38,ANDRATX A,9
"LUPIAÑEZ ALEMANY, TONI","SANCHEZ JIMENEZ, FERNANDO",61,ANDRATX A,9
"OPREA, ALESSIO MIHAI","CASTELLO FERRA, JOAN",61,ANDRATX A,9
"DOBLAS TORRES, MIGUEL","ALMERING, BEPPE",67,ANDRATX A,9
"ALARCON FERRER, ADRIAN","VARGAS RODRIGUEZ, NICOLAS",67,ANDRATX A,9
"DELICADO NIEWIAROWSKI, NICOLAS JAYDON","ELHADJ ABDOULAYE, BALDE",57,UD MAHON,9
"GRUBAC, NOA","SINTES MELERO, ALVARO",57,UD MAHON,9
"IZAGUIRRE RODRIGUEZ, RICARDO ABRAHAM","LASSO VIAFARA, ANDRES FELIPE",61,UD MAHON,9
"AMELLER ENRICH, LLORENÇ","BOLIVAR PERAL, ROGER",82,UD MAHON,9
"LOPEZ FERNANDEZ, MARC","DIALLO, FODE",82,UD MAHON,9
"SANCHIS MARTINEZ, DAVID","PUJOL ALOMAR, TELM",62,PLATGES DE CALVIA A,9
"MAGAN MITCHELL SMITH, MIGUEL","CASAUS SANCHEZ, JOSE IGNACIO",81,PLATGES DE CALVIA A,9
"MASCARÓ SERVERA, JUAN","MESA ZAFRA, CHRISTIAN",52,PLA DE NA TESA A,9
"HOMAR PELLICER, JOEL","FERNÁNDEZ RODRÍGUEZ, IKER",78,PLA DE NA TESA A,9
"COULIBALY COULIBALY, MADANE","MONTALBAN ROMERO, MILO JERONIMO",78,PLA DE NA TESA A,9
"MARTINEZ ESPINOSA, DENIS","MORA GISPERT, HUGO",90,PLA DE NA TESA A,9
"CUBERO GUASCH, JOAN","VALLS ANIORTE, TARIKU",52,U D IBIZA A,9
"RODRIGUEZ ROIG, ARIAN","GARCIA ALBA, JAVIER",68,U D IBIZA A,9
"MARTINEZ BERNABEU, PEDRO","BERNASCONI, SANTINO",75,U D IBIZA A,9
"MARTOS VERGARA, DANIEL","AGUILAR COSTA, MARTÍ",75,U D IBIZA A,9
"ABRAHAM BOLAÑOS, ISAAC","AQUINO GUTIERREZ, DAN JOEL",55,SP. ATº CIUTAT DE PALMA,15
"GOMEZ BLANCA, AARON","SANS JIMENEZ, MIQUEL ANGEL",55,SP. ATº CIUTAT DE PALMA,15
"KEITA SIDIBE, MADY","KRAUSSE, IGNACIO TOMAS",80,SP. ATº CIUTAT DE PALMA,15
"BARRY DIALLO, MAMADOU ALIOU","PUJOL FONT, JAUME",86,SP. ATº CIUTAT DE PALMA,15
"FERNÁNDEZ CASSO, ALBERTO","CACERES AMOROS, MATEO",86,SP. ATº CIUTAT DE PALMA,15
"CAIMARI FIGUEROLA, JAUME","THIAM BORRAS, KARIM",37,POBLENSE A,15
"MEFTAH ES SALEMY, BILAL","GONZÁLEZ ONETO, ASSIER",62,POBLENSE A,15
"GIBSON, JASPER","MORAGUES MORAGUES, JOAN",62,POBLENSE A,15
"FERRER RIGO, SEBASTIÀ","AGUILERA PERELLO, ADRIÀ",90,POBLENSE A,15
"CANTARELLAS CRESPI, MATEU","CHICA COMAS, JUAN A",90,POBLENSE A,15
"COMAS HUTTEN, PAU LLUIS","VIZCAINO SEGURA, ALAN",58,SD LA SALLE A,15
"ESCUERO PARDOS, MARTI","RODRIGUEZ MONGELOS, GAEL PAU",58,SD LA SALLE A,15
"MARTI RODRIGUEZ, IVAN","AMAYA MALENO, FRANCISCO",58,SD LA SALLE A,15
"SALMERON SEGURA, JONATHAN","PETRARCA, ELIA",64,SD LA SALLE A,15
"GIL MASSANET, LLUIS","FUSTER CORTES, FERNANDO",70,SD LA SALLE A,15
"GRAHAM, NATHAN STUART","MARTINEZ ABELLAN, IKER",46,MANACOR A,15
"SOLER CALDENTEY, JOEL","LAKHAL ZEROUALE, SAAD",58,MANACOR A,15
"NOLAN MUÑOZ, SERGIO","RODRIGUEZ GALDON, DANIEL",58,MANACOR A,15
"RODRIGUEZ LOPEZ, RAUL","ADROVER GARRIDO, GERARD",64,MANACOR A,15
"TRIAY PETHERAM, TOMAS ISMAEL","MARCOS MONGE, IKER",70,MANACOR A,15
"PONS CARRERAS, ANGEL","JANER BOSCH, NOFRE",50,FERRERIES A,15
"DE LA PUERTA MARTORELL, JAUME","TRIAY HIERRO, TEO",50,FERRERIES A,15
"BOSCH PULIDO, NIL","CANTALAPIEDRA LOBATO, IKER",63,FERRERIES A,15
"BOSCH VALDERRABANO, TONI","GOMILA BOSCH, LLUÍS",82,FERRERIES A,15
"FAMIGLIETTI MARQUEZ, LUCA","FLORIT TAJUELO, HECTOR",82,FERRERIES A,15
"PONCIANO BUESO, JOSEP","TALTAVULL JUANEDA, JOAN",57,PENYA CIUTADELLA ESPORTIVA A,15
"CAPO MORA, MARC","AGUILAR BOSCH, DAVID",57,PENYA CIUTADELLA ESPORTIVA A,15
"HUGUET ANGLADA, LLUIS","MOLL PONS, ROBERTO",81,PENYA CIUTADELLA ESPORTIVA A,15
"ACHEKHLAF BENSSAID, AYOUD","JUANEDA JUANEDA, JOSEP",86,PENYA CIUTADELLA ESPORTIVA A,15
"FEDELICH MARQUES, JAN","BERNAL VOIGT, YAMPEL RICHARD",86,PENYA CIUTADELLA ESPORTIVA A,15
"GOMEZ ACUÑA, RENSON ENRIQUE","FERRA OSPINA, CARLES JOAN",46,PALMA F.C.,15
"MORELL SACRISTÁN, CARLOS","ROMERO ALASSIA, LUCAS T",46,PALMA F.C.,15
"MARCANO FLORIAN, SEBASTIAN JESUS","VILLALONGA GÓMEZ, IKER",54,PALMA F.C.,15
"JIMENEZ JARAMILLO, KARLO ANDREU","VICENS VIDAL, PAU",54,PALMA F.C.,15
"FOLGADO GARNICA, PAULO","PORCEL MARTINEZ, JORDI",63,PALMA F.C.,15
"PATRICIO GUAL, MARC","BALLE BRUNET, JOAN",61,CONSTANCIA A,15
"CHUKWUKERE PULLET, GREGORY IKECHUKWU","MARTIN MONSALVE, IAN",72,CONSTANCIA A,15
"GALVEZ ESPINOZA, BRAD ANTONY","BLANCO WEBER, LUCA",76,CONSTANCIA A,15
"KOUJILI EL TALHAOUI, MAROUAN","ROMAN DE REMENTERIA, ASIER",76,CONSTANCIA A,15
"OLIVER GELABERT, PERE","BOTELLO CARMONA, PAU",76,CONSTANCIA A,15
"HORRACH LLABRES, GERARDO","MARTINEZ BELA, JAVIER",46,MALLORCA B,15
"DIALLO CONDE, ABDOURAHAMANE","GARCIA LLOMPART, RAFEL",65,MALLORCA B,15
"BURGAYA GENOVART, FERRAN","CORCINO MUÑOZ, ANDRES",65,MALLORCA B,15
"LAZARO TORRES, MARIO","MOLINA DONAIRE, DANIEL",78,MALLORCA B,15
"FRESNEDA HIDALGO, HUGO","TEJADA LLADONET, ORIOL",78,MALLORCA B,15
"VARGAS RODRIGUEZ, NICOLAS","JIMENEZ PASTOR, IKER",61,ANDRATX A,15
"CASTELLO FERRA, JOAN","LUPIAÑEZ ALEMANY, TONI",61,ANDRATX A,15
"ALARCON FERRER, ADRIAN","ROGEL ARRIAGA, BRYAN STALIN",68,ANDRATX A,15
"HOMAR GARCIA, ROMAN","DOBLAS TORRES, MIGUEL",68,ANDRATX A,15
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","FERRER ROIG, JAUME",62,PENYA INDEPENDENT A,15
"EL HABBOULA EL KORTOBI, ABDELMOIZE","LLAMAS MARTINEZ, ERIC",62,PENYA INDEPENDENT A,15
"MARTINEZ GARCIA, ENRIQUE","BERNHARDT, JOEL PIOTR",75,PENYA INDEPENDENT A,15
"GRANDA VILLAVICENCIO, DAVID JOAN","LOPEZ MARI, PABLO",90,PENYA INDEPENDENT A,15
"ARORA, VIRAJ","CORDOBA TUR, MARC",90,PENYA INDEPENDENT A,15
"PARRA VIZUETE, DANIEL","SANCHIS MARTINEZ, DAVID",46,PLATGES DE CALVIA A,15
"PEREZ SILVENTE, ALEJANDRO","GAYUBAS GONZALEZ, LUIS MIGUEL",46,PLATGES DE CALVIA A,15
"PUJOL ALOMAR, TELM","ALCOLEA ESCORCIA, CARLOS",67,PLATGES DE CALVIA A,15
"CARDONA MARTIN, MARCOS","MAGAN MITCHELL SMITH, MIGUEL",74,PLATGES DE CALVIA A,15
"VIOLA, RICCARDO","HOLLINGSWORTH, HARRY RICHARD",90,PLATGES DE CALVIA A,15
"LOPEZ FERNANDEZ, MARC","GOMEZ GORDILLO, RAUL",53,UD MAHON,15
"DE LA PUENTE JAÑEZ, NICOLAS","TEJEDOR MORENO, ALEJANDRO",53,UD MAHON,15
"MASCARO MARTINEZ, IKER","PEREZ MARTIN, IGNACIO",62,UD MAHON,15
"ESPINOZA ARMIJOS, CARLOS ANDRES","DE OLIVEIRA MESSIAS, EMMANUEL",71,UD MAHON,15
"GRUBAC, NOA","LASSO VIAFARA, ANDRES FELIPE",71,UD MAHON,15
"PALAU ORDINAS, MIQUEL","DEYÀ BELTRÁN, SEBASTIÀ",45,SANTA CATALINA ATº A,15
"KOPACH, DANIIL","EZ ZARY SAIDI, ISMAEL",63,SANTA CATALINA ATº A,15
"MARTIN CABALLERO, ANGEL","LOPEZ FUXA, AARON",63,SANTA CATALINA ATº A,15
"LOMAS SERVERA, PAU","ADROVER MELIS, FRANCESC",71,SANTA CATALINA ATº A,15
"VANEY BEVIONE, LUCAS","ARIAS BESTARD, ENZO",66,PENYA ARRABAL A,15
"VALLESPIR TIMONER, PERE MARC","CRESPI BARRERA, LEONARDO",75,PENYA ARRABAL A,15
"ROTTLANDER, LENNOX MARKUS","SEGUI ESTEBAN, IAN",80,PENYA ARRABAL A,15
"LEBRERO BENITEZ, HUGO","HERRERA IGLESIAS, ADRIAN",80,PENYA ARRABAL A,15
"LOPEZ CAPACETE, KENAI","AGUILAR COSTA, MARTÍ",1,U D IBIZA A,15
"RODRIGUEZ ROIG, ARIAN","TORRES RIERA, LLUC",46,U D IBIZA A,15
"BELTRAN ALVAREZ, SERGIO","GARCIA ALBA, JAVIER",53,U D IBIZA A,15
"BONED GARCIA, ADRIÁ","MARTOS VERGARA, DANIEL",75,U D IBIZA A,15
"MASSANET CABRER, FRANCESC","CONDE PEREIRA, ALEJANDRO MANUEL",45,SAN FRANCISCO B,15
"LLEDO SAMPOL, ADRIA","TEJADA RODRIGUEZ, JOAN",45,SAN FRANCISCO B,15
"LUNEGRO, BRUNO","BORDOY LEAL, PEDRO",77,SAN FRANCISCO B,15
"SILVA SALINAS, ALEJANDRO","SALAMANCA GALERA, AITOR",77,SAN FRANCISCO B,15
"MONTALBAN ROMERO, MILO JERONIMO","ASAMOAH ASANTEWAA, DENIS",69,PLA DE NA TESA A,15
"NAVARRO BEZARES, JAVIER","MARTINEZ ESPINOSA, DENIS",69,PLA DE NA TESA A,15
"CACERES COMAS, SERGI","MASCARÓ SERVERA, JUAN",81,PLA DE NA TESA A,15
"VILLALONGA GÓMEZ, IKER","PORCEL MARTINEZ, JORDI",45,PALMA F.C.,18
"JIMENEZ JARAMILLO, KARLO ANDREU","GOMEZ ACUÑA, RENSON ENRIQUE",62,PALMA F.C.,18
"ALCALDE ORTEGA, JUAN JOSÉ","MORELL SACRISTÁN, CARLOS",62,PALMA F.C.,18
"FOLGADO GARNICA, PAULO","VICENS VIDAL, PAU",62,PALMA F.C.,18
"CONDE, MAMADI","ORTEGA CASTILLA, HUGO",66,PALMA F.C.,18
"CONDE PEREIRA, ALEJANDRO MANUEL","BADJINKA NDIAYE, BUBAKAR",63,SAN FRANCISCO B,18
"TEJADA RODRIGUEZ, JOAN","SALAMANCA GALERA, AITOR",72,SAN FRANCISCO B,18
"MASSANET CABRER, FRANCESC","LUNEGRO, BRUNO",72,SAN FRANCISCO B,18
"SILVA SALINAS, ALEJANDRO","BORDOY LEAL, PEDRO",72,SAN FRANCISCO B,18
